PROBE_ID,SEQ_ID,BH_FDR,Time_Effect
977_SECISBP2_79048;525,977_SECISBP2_79048,0.00000757,0.4015
383_TBC1D8_11138;965,383_TBC1D8_11138,0.00000015,0.4014
1289_MSH6_2956;877,1289_MSH6_2956,0.00001187,0.4013
12_HSP90AA1_3320;409,12_HSP90AA1_3320,0.00017646,0.4013
486_SRPR_6734;233,486_SRPR_6734,0.00000231,0.4012
CAT239_T189457_G043567_1_3047_3727_681;41,CAT239_T189457_G043567_1_3047_3727_681,0.00000075,0.4011
1000_H2AFY_9555;129,1000_H2AFY_9555,0.00000143,0.4011
1183_MDK_4192;21,1183_MDK_4192,0.00000217,0.4011
503_KIF5C_3800;341,503_KIF5C_3800,0.00000111,0.4011
647_GOLGB1_2804;93,647_GOLGB1_2804,0.00000332,0.4011
1079_IST1_9798;205,1079_IST1_9798,0.00000076,0.401
1159_PIP4K2B_8396;377,1159_PIP4K2B_8396,0.0000036,0.401
298_RPL24_6152;105,298_RPL24_6152,0.00000265,0.401
610_USP9X_8239;1937,610_USP9X_8239,0.00002206,0.4007
905_MKL2_57496;561,905_MKL2_57496,0.00000085,0.4007
1253_ANKRD11_29123;893,1253_ANKRD11_29123,0.00001971,0.4006
274_SNRPD3_6634;77,274_SNRPD3_6634,0.00000069,0.4006
767_DDX50_79009;329,767_DDX50_79009,0.00001303,0.4006
77_SP100_6672;553,77_SP100_6672,0.00001657,0.4006
1354_SET_6418;1,1354_SET_6418,0.00000114,0.4005
459_CLTC_1213;1509,459_CLTC_1213,0.0000152,0.4005
569_NAP1L1_4673;273,569_NAP1L1_4673,0.00028359,0.4005
679_SELS_55829;101,679_SELS_55829,0.00000131,0.4005
699_RGPD5_84220;329,699_RGPD5_84220,0.00000205,0.4005
759_PSMD4_5710;97,759_PSMD4_5710,0.00000764,0.4005
765_ANKRD36_375248;1457,765_ANKRD36_375248,0.0001036,0.4005
872_RASD1_51655;205,872_RASD1_51655,0.00005666,0.4005
506_SPOCK1_6695;109,506_SPOCK1_6695,0.0000103,0.4004
610_USP9X_8239;409,610_USP9X_8239,0.00033942,0.4004
1003_EIF3J_8669;69,1003_EIF3J_8669,0.00000247,0.4003
1059_NEMF_9147;441,1059_NEMF_9147,0.00006776,0.4003
304_ZNF706_51123;1,304_ZNF706_51123,0.00000021,0.4003
639_HECTD1_25831;541,639_HECTD1_25831,0.00017882,0.4003
928_LOC653061_653061;257,928_LOC653061_653061,0.00000416,0.4003
1043_LEPROT_54741;1073,1043_LEPROT_54741,0.00000923,0.4002
356_DNAJA4_55466;17,356_DNAJA4_55466,0.00001043,0.4002
773_PHF8_23133;1033,773_PHF8_23133,0.00001938,0.4002
94_SMN1_6606;77,94_SMN1_6606,0.00000182,0.4002
1344_SEC31A_22872;997,1344_SEC31A_22872,0.00000116,0.4001
347_TDG_6996;281,347_TDG_6996,0.0002895,0.4001
771_HNRNPR_10236;409,771_HNRNPR_10236,0.00001087,0.4001
543_RHOU_58480;233,543_RHOU_58480,0.00002153,0.4
352_HP1BP3_50809;229,352_HP1BP3_50809,0.00000405,0.3999
596_RPS23_6228;25,596_RPS23_6228,0.00000116,0.3999
854_SORL1_6653;1973,854_SORL1_6653,0.00000244,0.3999
1105_SGK1_6446;129,1105_SGK1_6446,0.00000841,0.3998
PRO16;109,PRO16,0.0001714,0.3997
365_SNRNP70_6625;281,365_SNRNP70_6625,0.00000024,0.3997
389_RPL6_6128;77,389_RPL6_6128,0.00000341,0.3997
1272_GTPBP4_23560;501,1272_GTPBP4_23560,0.00000339,0.3996
178_ZC3H11A_9877;413,178_ZC3H11A_9877,0.00000046,0.3996
1376_MORF4L2_9643;89,1376_MORF4L2_9643,0.00000214,0.3995
972_AK2_204;181,972_AK2_204,0.0000185,0.3995
121_OGT_8473;981,121_OGT_8473,0.00002368,0.3994
1417_XRN1_54464;661,1417_XRN1_54464,0.00011732,0.3994
1041_MLL_4297;1349,1041_MLL_4297,0.00000042,0.3993
1246_TAF1C_9013;129,1246_TAF1C_9013,0.00000071,0.3993
556_POGZ_23126;793,556_POGZ_23126,0.00161051,0.3993
CAT1449.1_T070828_G016390_1_238_720_483;133,CAT1449.1_T070828_G016390_1_238_720_483,0.00000306,0.3992
112_RPL19_6143;149,112_RPL19_6143,0.00000203,0.3992
1385_ITGB1_3688;85,1385_ITGB1_3688,0.00000015,0.3992
147_RPL36_25873;69,147_RPL36_25873,0.00001105,0.3992
950_LOC100287195_100287195;29,950_LOC100287195_100287195,0.00000323,0.3992
608_CCDC6_8030;73,608_CCDC6_8030,0.00000475,0.3991
1010_LDLR_3949;501,1010_LDLR_3949,0.00000061,0.399
1142_NOP56_10528;85,1142_NOP56_10528,0.00000678,0.399
453_NCL_4691;369,453_NCL_4691,0.00000419,0.399
474_RPL18A_6142;149,474_RPL18A_6142,0.0000154,0.399
866_MYL12A_10627;5,866_MYL12A_10627,0.00000841,0.399
PRO18;445,PRO18,0.00004158,0.3989
1041_MLL_4297;1521,1041_MLL_4297,0.00003037,0.3989
281_RPL29_6159;121,281_RPL29_6159,0.00001228,0.3989
531_SMARCA4_6597;581,531_SMARCA4_6597,0.00027518,0.3989
CAT1686_T107057_G025268_1_5122_5934_813;225,CAT1686_T107057_G025268_1_5122_5934_813,0.00000445,0.3988
1156_PREPL_9581;29,1156_PREPL_9581,0.00016925,0.3988
1159_PIP4K2B_8396;25,1159_PIP4K2B_8396,0.00002217,0.3988
212_ZRANB2_9406;285,212_ZRANB2_9406,0.00000102,0.3988
273_MAGED1_9500;237,273_MAGED1_9500,0.00017274,0.3988
100_AKAP17A_8227;361,100_AKAP17A_8227,0.0000542,0.3987
1102_BRD1_23774;413,1102_BRD1_23774,0.00000088,0.3987
1297_NRD1_4898;465,1297_NRD1_4898,0.00013756,0.3987
321_SSB_6741;137,321_SSB_6741,0.00006706,0.3987
987_DDX47_51202;205,987_DDX47_51202,0.00001001,0.3987
1057_SRRM1_10250;429,1057_SRRM1_10250,0.00000194,0.3986
1314_RCN1_5954;165,1314_RCN1_5954,0.00000073,0.3986
95_AHNAK_79026;2361,95_AHNAK_79026,0.00000084,0.3986
1112_TGOLN2_10618;405,1112_TGOLN2_10618,0.00008058,0.3985
1143_PHF2_5253;513,1143_PHF2_5253,0.00000419,0.3985
1235_VAMP8_8673;61,1235_VAMP8_8673,0.00001743,0.3985
1227_HRASLS5_117245;209,1227_HRASLS5_117245,0.00000492,0.3984
1268_XYLT2_64132;341,1268_XYLT2_64132,0.00000391,0.3984
1319_ARL6IP5_10550;81,1319_ARL6IP5_10550,0.00003317,0.3984
244_RPL7_6129;41,244_RPL7_6129,0.00000054,0.3984
404_ELL2_22936;465,404_ELL2_22936,0.00001361,0.3984
442_PNRC1_10957;177,442_PNRC1_10957,0.00000111,0.3984
868_MPZL1_9019;185,868_MPZL1_9019,0.00001068,0.3984
1335_KTN1_3895;109,1335_KTN1_3895,0.00000304,0.3983
1433_SASH1_23328;457,1433_SASH1_23328,0.00000127,0.3983
211_RPS15_6209;1,211_RPS15_6209,0.00000569,0.3983
414_DSTN_11034;125,414_DSTN_11034,0.00002758,0.3983
438_AHCY_191;325,438_AHCY_191,0.0000519,0.3983
731_F5_2153;1025,731_F5_2153,0.0001266,0.3983
1137_KAT6A_7994;17,1137_KAT6A_7994,0.00000216,0.3982
493_HOXB13_10481;237,493_HOXB13_10481,0.00000966,0.3982
1212_PCF11_51585;469,1212_PCF11_51585,0.00001661,0.3981
1378_CHD7_55636;1397,1378_CHD7_55636,0.00001281,0.3981
1402_A2M_2;301,1402_A2M_2,0.00008763,0.3981
226_RPS19_6223;13,226_RPS19_6223,0.00001387,0.3981
473_RPL5_6125;13,473_RPL5_6125,0.00002279,0.3981
347_TDG_6996;93,347_TDG_6996,0.00000284,0.398
453_NCL_4691;209,453_NCL_4691,0.00000492,0.398
507_H1F0_3005;105,507_H1F0_3005,0.00000057,0.398
818_ILF3_3609;729,818_ILF3_3609,0.00000436,0.398
1160_CYFIP1_23191;189,1160_CYFIP1_23191,0.00004783,0.3979
1169_ILF2_3608;221,1169_ILF2_3608,0.00017047,0.3978
1242_THOC2_57187;1093,1242_THOC2_57187,0.0000899,0.3978
21_GTF2I_2969;785,21_GTF2I_2969,0.00000276,0.3978
288_PUM1_9698;1149,288_PUM1_9698,0.00016663,0.3978
489_MTMR4_9110;525,489_MTMR4_9110,0.00001427,0.3978
180_GLTSCR2_29997;209,180_GLTSCR2_29997,0.0001172,0.3977
389_RPL6_6128;205,389_RPL6_6128,0.00017153,0.3977
547_MTA1_9112;477,547_MTA1_9112,0.00022327,0.3977
473_RPL5_6125;273,473_RPL5_6125,0.00001256,0.3976
548_SCYL1_57410;789,548_SCYL1_57410,0.00000213,0.3976
956_RBM14_10432;125,956_RBM14_10432,0.00000051,0.3976
PRO16;445,PRO16,0.00000121,0.3975
1040_DIAPH1_1729;33,1040_DIAPH1_1729,0.00004927,0.3975
1234_MRPL33_9553;1,1234_MRPL33_9553,0.00003208,0.3975
258_C6orf62_81688;29,258_C6orf62_81688,0.00005685,0.3975
1190_HIST1H2AG_8969;9,1190_HIST1H2AG_8969,0.00000052,0.3974
1205_HIST1H2AH_85235;9,1205_HIST1H2AH_85235,0.00000052,0.3974
331_HIST1H2AD_3013;9,331_HIST1H2AD_3013,0.00000052,0.3974
414_DSTN_11034;113,414_DSTN_11034,0.00000859,0.3974
712_HIST1H2AK_8330;9,712_HIST1H2AK_8330,0.00000052,0.3974
840_HIST1H2AM_8336;9,840_HIST1H2AM_8336,0.00000052,0.3974
1417_XRN1_54464;1065,1417_XRN1_54464,0.00000634,0.3973
147_RPL36_25873;9,147_RPL36_25873,0.00000033,0.3973
266_UTRN_7402;2865,266_UTRN_7402,0.00002071,0.3973
446_RPL26_6154;61,446_RPL26_6154,0.00005256,0.3973
545_MGEA5_10724;789,545_MGEA5_10724,0.00000032,0.3973
638_RYBP_23429;101,638_RYBP_23429,0.0000006,0.3973
965_DAZAP1_26528;181,965_DAZAP1_26528,0.00000007,0.3973
1360_DCAF13_25879;365,1360_DCAF13_25879,0.00000012,0.3972
624_PHB2_11331;285,624_PHB2_11331,0.00000696,0.3972
SPATA41_T123512_G029083_1_801_1718_918;209,SPATA41_T123512_G029083_1_801_1718_918,0.0001154,0.3971
1041_MLL_4297;925,1041_MLL_4297,0.00000018,0.3971
1142_NOP56_10528;545,1142_NOP56_10528,0.00001557,0.3971
45_MKNK2_2872;49,45_MKNK2_2872,0.00000739,0.3971
499_TCEAL4_79921;113,499_TCEAL4_79921,0.0000042,0.3971
507_H1F0_3005;9,507_H1F0_3005,0.00000046,0.3971
1003_EIF3J_8669;81,1003_EIF3J_8669,0.00000035,0.397
101_HSPH1_10808;261,101_HSPH1_10808,0.00000039,0.397
1314_RCN1_5954;5,1314_RCN1_5954,0.0000823,0.397
200_BRI3_25798;101,200_BRI3_25798,0.00016239,0.397
304_ZNF706_51123;21,304_ZNF706_51123,0.00000133,0.397
683_MRPL3_11222;293,683_MRPL3_11222,0.00000123,0.397
782_MRPL20_55052;41,782_MRPL20_55052,0.00006757,0.397
941_PSMC1_5700;13,941_PSMC1_5700,0.00000101,0.397
1132_SH3RF1_57630;709,1132_SH3RF1_57630,0.00000358,0.3969
1224_RABGAP1_23637;317,1224_RABGAP1_23637,0.00009906,0.3969
132_RPL21_6144;81,132_RPL21_6144,0.00000314,0.3969
516_TACSTD2_4070;297,516_TACSTD2_4070,0.00001453,0.3969
807_SNRPG_6637;9,807_SNRPG_6637,0.00001014,0.3969
893_UPF1_5976;545,893_UPF1_5976,0.00009956,0.3969
1264_CAST_831;21,1264_CAST_831,0.0000008,0.3968
ADT14;41,ADT14,0.0000013,0.3967
60_RPL36A_6173;25,60_RPL36A_6173,0.00000974,0.3967
1086_RBPJ_3516;169,1086_RBPJ_3516,0.00000034,0.3966
247_UBA52_7311;105,247_UBA52_7311,0.00000853,0.3966
364_TCF25_22980;113,364_TCF25_22980,0.00000222,0.3966
519_NBPF11_200030;737,519_NBPF11_200030,0.00005306,0.3966
995_EED_8726;57,995_EED_8726,0.00000303,0.3966
PCA14;1069,PCA14,0.00000194,0.3965
1212_PCF11_51585;361,1212_PCF11_51585,0.00000178,0.3965
1391_PDIA5_10954;89,1391_PDIA5_10954,0.00000266,0.3964
58_RPL12_6136;53,58_RPL12_6136,0.00019295,0.3964
861_PNN_5411;669,861_PNN_5411,0.0000002,0.3964
87_NBEAL1_65065;53,87_NBEAL1_65065,0.00019295,0.3964
PRO3;713,PRO3,0.00027014,0.3963
112_RPL19_6143;145,112_RPL19_6143,0.00000006,0.3963
1222_SMARCC2_6601;261,1222_SMARCC2_6601,0.00001159,0.3963
458_RBM8A_9939;145,458_RBM8A_9939,0.00002296,0.3963
800_FAM129A_116496;253,800_FAM129A_116496,0.00000269,0.3963
937_MYL6_4637;261,937_MYL6_4637,0.00001159,0.3963
CAT1367_T060449_G014057_2_532_807_276;25,CAT1367_T060449_G014057_2_532_807_276,0.00072282,0.3962
1000_H2AFY_9555;1,1000_H2AFY_9555,0.00000164,0.3962
1426_FAM164A_51101;37,1426_FAM164A_51101,0.00000099,0.3962
387_RPS3A_6189;209,387_RPS3A_6189,0.00000365,0.3962
876_SON_6651;1861,876_SON_6651,0.00011671,0.3962
95_AHNAK_79026;1077,95_AHNAK_79026,0.00000017,0.3962
48_RPS6_6194;81,48_RPS6_6194,0.00005752,0.3961
CTA16;65,CTA16,0.00000065,0.396
1142_NOP56_10528;473,1142_NOP56_10528,0.00000236,0.396
352_HP1BP3_50809;481,352_HP1BP3_50809,0.00000089,0.396
1041_MLL_4297;197,1041_MLL_4297,0.00000446,0.3959
1272_GTPBP4_23560;617,1272_GTPBP4_23560,0.00023699,0.3959
168_C16orf53_79447;197,168_C16orf53_79447,0.00000062,0.3959
483_EML4_27436;521,483_EML4_27436,0.00000459,0.3959
805_WSB2_55884;369,805_WSB2_55884,0.00009991,0.3959
PRCAT104.1_T230582_G053084_2_4907_5623_717;221,PRCAT104.1_T230582_G053084_2_4907_5623_717,0.00000211,0.3958
PRCAT104.3_T230574_G053084_2_6009_6725_717;221,PRCAT104.3_T230574_G053084_2_6009_6725_717,0.00000211,0.3958
PRCAT104.4_T230577_G053084_1_1393_2109_717;221,PRCAT104.4_T230577_G053084_1_1393_2109_717,0.00000211,0.3958
PRCAT104.5_T230585_G053084_2_4999_5715_717;221,PRCAT104.5_T230585_G053084_2_4999_5715_717,0.00000211,0.3958
PRCAT104.7_T230583_G053084_2_4930_5646_717;221,PRCAT104.7_T230583_G053084_2_4930_5646_717,0.00000211,0.3958
1253_ANKRD11_29123;1361,1253_ANKRD11_29123,0.00000637,0.3958
1257_PMVK_10654;9,1257_PMVK_10654,0.00021492,0.3958
852_RAI1_10743;1525,852_RAI1_10743,0.00004068,0.3958
1122_NFIL3_4783;49,1122_NFIL3_4783,0.00000843,0.3957
1137_KAT6A_7994;337,1137_KAT6A_7994,0.00000342,0.3957
697_N4BP2L2_10443;121,697_N4BP2L2_10443,0.00000296,0.3957
946_NKTR_4820;749,946_NKTR_4820,0.00000426,0.3957
1105_SGK1_6446;121,1105_SGK1_6446,0.00029341,0.3956
1378_CHD7_55636;645,1378_CHD7_55636,0.00000863,0.3956
493_HOXB13_10481;233,493_HOXB13_10481,0.00002179,0.3956
21_GTF2I_2969;453,21_GTF2I_2969,0.00002244,0.3955
493_HOXB13_10481;269,493_HOXB13_10481,0.00000169,0.3955
80_RPL27A_6157;109,80_RPL27A_6157,0.00000374,0.3955
1059_NEMF_9147;445,1059_NEMF_9147,0.00000052,0.3954
919_HADHB_3032;41,919_HADHB_3032,0.00000358,0.3954
96_ND1_4535;1669,96_ND1_4535,0.00030807,0.3954
1171_SF3B1_23451;185,1171_SF3B1_23451,0.00001375,0.3953
1234_MRPL33_9553;49,1234_MRPL33_9553,0.00015575,0.3953
95_AHNAK_79026;5069,95_AHNAK_79026,0.00001096,0.3953
1057_SRRM1_10250;161,1057_SRRM1_10250,0.0000177,0.3952
635_GUCY1A3_2982;421,635_GUCY1A3_2982,0.00006924,0.3952
266_UTRN_7402;1181,266_UTRN_7402,0.00000085,0.3951
CTA11;417,CTA11,0.00000243,0.395
1032_C1orf9_51430;1353,1032_C1orf9_51430,0.00001611,0.395
48_RPS6_6194;161,48_RPS6_6194,0.00000709,0.395
CAT239_T189457_G043567_1_3047_3727_681;109,CAT239_T189457_G043567_1_3047_3727_681,0.00000424,0.3949
CTA6;445,CTA6,0.00000006,0.3949
PRO18;449,PRO18,0.00001562,0.3949
273_MAGED1_9500;637,273_MAGED1_9500,0.00029559,0.3948
333_HNRNPA3_220988;117,333_HNRNPA3_220988,0.00007539,0.3948
361_EIF1_10209;49,361_EIF1_10209,0.00000205,0.3948
95_AHNAK_79026;3801,95_AHNAK_79026,0.00000474,0.3948
95_AHNAK_79026;4057,95_AHNAK_79026,0.00000474,0.3948
95_AHNAK_79026;4185,95_AHNAK_79026,0.00000474,0.3948
95_AHNAK_79026;4313,95_AHNAK_79026,0.00000474,0.3948
95_AHNAK_79026;4649,95_AHNAK_79026,0.00000474,0.3948
95_AHNAK_79026;4777,95_AHNAK_79026,0.00000474,0.3948
1325_KIAA1324_57535;17,1325_KIAA1324_57535,0.00007512,0.3947
305_NFE2L1_4779;665,305_NFE2L1_4779,0.00002164,0.3947
714_MYH9_4627;1233,714_MYH9_4627,0.00001492,0.3947
95_AHNAK_79026;1557,95_AHNAK_79026,0.00000376,0.3947
961_GGA1_26088;597,961_GGA1_26088,0.00000098,0.3947
1102_BRD1_23774;469,1102_BRD1_23774,0.00005746,0.3946
279_CTDSP2_10106;29,279_CTDSP2_10106,0.00000693,0.3946
556_POGZ_23126;729,556_POGZ_23126,0.00002036,0.3946
946_NKTR_4820;237,946_NKTR_4820,0.00000035,0.3946
1062_BCLAF1_9774;721,1062_BCLAF1_9774,0.00000082,0.3945
1311_TBC1D14_57533;573,1311_TBC1D14_57533,0.00045783,0.3945
1430_DLD_1738;261,1430_DLD_1738,0.00006393,0.3945
2_AR_367;833,2_AR_367,0.00000431,0.3945
35_MYO1C_4641;773,35_MYO1C_4641,0.00000662,0.3945
555_RAD21_5885;5,555_RAD21_5885,0.00062193,0.3945
1286_BCL6_604;665,1286_BCL6_604,0.00040677,0.3944
392_SPARC_6678;125,392_SPARC_6678,0.00000196,0.3944
507_H1F0_3005;121,507_H1F0_3005,0.00000739,0.3944
638_RYBP_23429;69,638_RYBP_23429,0.00000136,0.3944
80_RPL27A_6157;1,80_RPL27A_6157,0.00021777,0.3944
112_RPL19_6143;77,112_RPL19_6143,0.00000134,0.3943
1250_MRPS35_60488;185,1250_MRPS35_60488,0.00003883,0.3943
263_RPL27_6155;101,263_RPL27_6155,0.00000307,0.3943
1041_MLL_4297;1137,1041_MLL_4297,0.00000169,0.3942
219_RPL36AL_6166;57,219_RPL36AL_6166,0.00002024,0.3942
60_RPL36A_6173;57,60_RPL36A_6173,0.00002024,0.3942
773_PHF8_23133;869,773_PHF8_23133,0.00000217,0.3942
905_MKL2_57496;285,905_MKL2_57496,0.00060885,0.3942
942_DNAJA1_3301;193,942_DNAJA1_3301,0.00001002,0.3942
1115_ZNF350_59348;409,1115_ZNF350_59348,0.00005695,0.3941
1158_SEMA4C_54910;273,1158_SEMA4C_54910,0.00001426,0.3941
316_HIST1H1C_3006;193,316_HIST1H1C_3006,0.00001187,0.3941
1433_SASH1_23328;1225,1433_SASH1_23328,0.00013605,0.394
PRO38;273,PRO38,0.00000397,0.3939
1324_KIAA1430_57587;213,1324_KIAA1430_57587,0.00000536,0.3939
231_B4GALT1_2683;333,231_B4GALT1_2683,0.00001049,0.3939
442_PNRC1_10957;209,442_PNRC1_10957,0.00000078,0.3939
609_HNRNPD_3184;145,609_HNRNPD_3184,0.00000081,0.3939
CAT1686_T107057_G025268_1_5122_5934_813;241,CAT1686_T107057_G025268_1_5122_5934_813,0.00025872,0.3938
1059_NEMF_9147;1017,1059_NEMF_9147,0.00000033,0.3938
422_EIF3C_8663;129,422_EIF3C_8663,0.00000902,0.3938
626_GOLGA3_2802;1093,626_GOLGA3_2802,0.0000269,0.3938
649_TCP1_6950;305,649_TCP1_6950,0.00000404,0.3938
977_SECISBP2_79048;533,977_SECISBP2_79048,0.00004557,0.3938
1433_SASH1_23328;621,1433_SASH1_23328,0.0000439,0.3937
159_MGST2_4258;17,159_MGST2_4258,0.00000415,0.3937
551_GNG10_2790;189,551_GNG10_2790,0.00000418,0.3937
1137_KAT6A_7994;533,1137_KAT6A_7994,0.00014592,0.3936
844_FNBP1L_54874;109,844_FNBP1L_54874,0.00000135,0.3936
999_MRP63_78988;17,999_MRP63_78988,0.00009374,0.3936
290_BRD2_6046;709,290_BRD2_6046,0.00000572,0.3935
483_EML4_27436;201,483_EML4_27436,0.00000147,0.3935
6_EPCAM_4072;277,6_EPCAM_4072,0.00023141,0.3935
120_NPIPL3_23117;113,120_NPIPL3_23117,0.00001796,0.3934
1337_SIDT2_51092;313,1337_SIDT2_51092,0.00003863,0.3934
1344_SEC31A_22872;1105,1344_SEC31A_22872,0.00000233,0.3934
30_LOC100132247_100132247;113,30_LOC100132247_100132247,0.00001796,0.3934
832_RPL3_6122;237,832_RPL3_6122,0.00002753,0.3934
CTA22;69,CTA22,0.00000511,0.3933
1325_KIAA1324_57535;977,1325_KIAA1324_57535,0.00001995,0.3933
1354_SET_6418;181,1354_SET_6418,0.00001028,0.3933
244_RPL7_6129;113,244_RPL7_6129,0.00000947,0.3933
316_HIST1H1C_3006;9,316_HIST1H1C_3006,0.00000057,0.3933
818_ILF3_3609;333,818_ILF3_3609,0.00000355,0.3933
887_DNAJC10_54431;713,887_DNAJC10_54431,0.00000749,0.3933
114_SRRM2_23524;761,114_SRRM2_23524,0.00005504,0.3932
295_ULK1_8408;249,295_ULK1_8408,0.00001365,0.3932
75_RPS15A_6210;57,75_RPS15A_6210,0.0000122,0.3932
1062_BCLAF1_9774;713,1062_BCLAF1_9774,0.00000194,0.393
59_MLPH_79083;173,59_MLPH_79083,0.00000476,0.393
CAT1367_T060449_G014057_1_30_1331_1302;133,CAT1367_T060449_G014057_1_30_1331_1302,0.00005267,0.3928
1138_SNRNP200_23020;1133,1138_SNRNP200_23020,0.00000258,0.3928
373_MTCH1_23787;181,373_MTCH1_23787,0.00001705,0.3928
626_GOLGA3_2802;1097,626_GOLGA3_2802,0.00000226,0.3928
990_AKAP9_10142;45,990_AKAP9_10142,0.00006878,0.3928
290_BRD2_6046;609,290_BRD2_6046,0.00000022,0.3927
543_RHOU_58480;221,543_RHOU_58480,0.00000434,0.3927
761_MCM3_4172;285,761_MCM3_4172,0.0000003,0.3927
1041_MLL_4297;3545,1041_MLL_4297,0.00001292,0.3926
985_CALD1_800;445,985_CALD1_800,0.00000249,0.3926
1160_CYFIP1_23191;1197,1160_CYFIP1_23191,0.00000154,0.3925
1218_CNOT2_4848;497,1218_CNOT2_4848,0.00007199,0.3925
162_CEBPD_1052;205,162_CEBPD_1052,0.00000236,0.3924
460_NOTCH2_4853;1069,460_NOTCH2_4853,0.00000167,0.3924
ADT14;957,ADT14,0.0000017,0.3923
388_SND1_27044;481,388_SND1_27044,0.000008,0.3923
1045_STRBP_55342;585,1045_STRBP_55342,0.00000013,0.3922
1147_PPA1_5464;65,1147_PPA1_5464,0.00000165,0.3922
461_C7orf28B_221960;161,461_C7orf28B_221960,0.00013644,0.3922
545_MGEA5_10724;781,545_MGEA5_10724,0.00002265,0.3922
552_ADAR_103;357,552_ADAR_103,0.00000105,0.3922
1001_ITPK1_3705;17,1001_ITPK1_3705,0.00005125,0.3921
435_ZNF24_7572;237,435_ZNF24_7572,0.00000368,0.3921
656_ANK3_288;3973,656_ANK3_288,0.00000522,0.3921
95_AHNAK_79026;697,95_AHNAK_79026,0.00000079,0.3921
1003_EIF3J_8669;77,1003_EIF3J_8669,0.00000595,0.392
1222_SMARCC2_6601;453,1222_SMARCC2_6601,0.00000662,0.392
12_HSP90AA1_3320;357,12_HSP90AA1_3320,0.00011426,0.392
532_ACTN1_87;37,532_ACTN1_87,0.00000066,0.392
876_SON_6651;1817,876_SON_6651,0.00001033,0.392
937_MYL6_4637;453,937_MYL6_4637,0.00000662,0.392
938_HMGN1_3150;37,938_HMGN1_3150,0.00000066,0.392
946_NKTR_4820;469,946_NKTR_4820,0.00000079,0.392
977_SECISBP2_79048;505,977_SECISBP2_79048,0.00001133,0.392
1059_NEMF_9147;69,1059_NEMF_9147,0.00001138,0.3919
1310_TADA3_10474;101,1310_TADA3_10474,0.00000169,0.3919
604_RPL10L_140801;25,604_RPL10L_140801,0.00001168,0.3919
504_IER2_9592;113,504_IER2_9592,0.00000183,0.3918
707_MORF4L1_10933;33,707_MORF4L1_10933,0.00001847,0.3918
809_PDS5A_23244;413,809_PDS5A_23244,0.00000036,0.3918
CAT1686_T107057_G025268_1_5122_5934_813;233,CAT1686_T107057_G025268_1_5122_5934_813,0.00002072,0.3917
891_PTPLAD1_51495;337,891_PTPLAD1_51495,0.00096649,0.3917
1297_NRD1_4898;1009,1297_NRD1_4898,0.00013467,0.3916
18_RPL18_6141;5,18_RPL18_6141,0.00116348,0.3916
417_PNISR_25957;577,417_PNISR_25957,0.00008322,0.3916
656_ANK3_288;17,656_ANK3_288,0.00001819,0.3916
1285_MICAL2_9645;1057,1285_MICAL2_9645,0.00001508,0.3915
1321_MLLT4_4301;225,1321_MLLT4_4301,0.0000018,0.3915
417_PNISR_25957;253,417_PNISR_25957,0.00000009,0.3915
826_RSRC2_65117;41,826_RSRC2_65117,0.00000561,0.3915
114_SRRM2_23524;217,114_SRRM2_23524,0.00002013,0.3914
31_MAT2A_4144;301,31_MAT2A_4144,0.00005698,0.3914
CAT1917.2_T144453_G033626_1_2303_2959_657;173,CAT1917.2_T144453_G033626_1_2303_2959_657,0.00004297,0.3913
1154_CAMLG_819;225,1154_CAMLG_819,0.00000223,0.3913
1253_ANKRD11_29123;793,1253_ANKRD11_29123,0.00001773,0.3913
149_RPS11_6205;129,149_RPS11_6205,0.00004999,0.3913
538_THRAP3_9967;725,538_THRAP3_9967,0.0000021,0.3913
805_WSB2_55884;361,805_WSB2_55884,0.0000214,0.3913
95_AHNAK_79026;5765,95_AHNAK_79026,0.00019946,0.3913
1007_SEL1L3_23231;777,1007_SEL1L3_23231,0.00000031,0.3912
1193_HIST1H2BH_8345;29,1193_HIST1H2BH_8345,0.00001847,0.3912
512_HIST1H2BK_85236;29,512_HIST1H2BK_85236,0.00001847,0.3912
556_POGZ_23126;677,556_POGZ_23126,0.00005695,0.3912
604_RPL10L_140801;153,604_RPL10L_140801,0.00002291,0.3912
674_HIST1H2BL_8340;29,674_HIST1H2BL_8340,0.00001847,0.3912
791_HIST1H2BF_8343;29,791_HIST1H2BF_8343,0.00001847,0.3912
1307_TSG101_7251;1,1307_TSG101_7251,0.00000242,0.3911
13_H3F3A_3020;1,13_H3F3A_3020,0.00000146,0.3911
257_HIST3H3_8290;1,257_HIST3H3_8290,0.00000146,0.3911
386_LRRC8A_56262;337,386_LRRC8A_56262,0.00049612,0.3911
576_H3F3B_3021;1,576_H3F3B_3021,0.00000146,0.3911
699_RGPD5_84220;541,699_RGPD5_84220,0.00006731,0.3911
811_H3F3C_440093;1,811_H3F3C_440093,0.00000146,0.3911
1027_SRSF7_6432;141,1027_SRSF7_6432,0.00001096,0.391
298_RPL24_6152;61,298_RPL24_6152,0.00000401,0.391
532_ACTN1_87;29,532_ACTN1_87,0.00001088,0.391
837_BBX_56987;453,837_BBX_56987,0.00002993,0.391
938_HMGN1_3150;29,938_HMGN1_3150,0.00001088,0.391
347_TDG_6996;57,347_TDG_6996,0.00000049,0.3909
CTA2;41,CTA2,0.00006542,0.3908
